onset	trial_type	obj_pair	reaction_time
20	catch	5	570.288855866238
54	catch	10	647.5472018064465
104	catch	1	555.4310525621986
154	catch	8	520.1614522666205
160	catch	16	534.7555234257015
162	catch	15	463.8249639683636
204	catch	6	613.5900147710345
220	catch	16	474.67769789727754
236	catch	2	529.1711849204148
272	catch	4	518.2283090362034
278	catch	13	422.40205987764057
304	catch	7	525.7712268685282
318	catch	12	563.4068302606465
334	catch	12	433.1356457878428
336	catch	3	464.1908867379243
338	catch	16	409.6942759861122
