onset	trial_type	obj_pair	reaction_time
18	catch	3	507.1984149290074
44	catch	11	505.1782534792437
48	catch	14	472.3027698601072
80	catch	1	542.4193742728676
118	catch	11	834.9875720123237
128	catch	11	457.7515384371509
134	catch	6	449.3219272553688
154	catch	9	687.3154209679342
166	catch	13	468.70289302023593
168	catch	15	471.80341914645396
180	catch	1	917.1903378555726
196	catch	3	571.4294639255968
198	catch	7	427.3130112342187
236	catch	11	592.2852769617748
290	catch	7	596.9592710098368
318	catch	4	555.2159613725962
