onset	trial_type	obj_pair	reaction_time
26	catch	1	546.6297173916246
108	catch	15	635.7296812457207
122	catch	10	698.1190677033737
134	catch	2	761.4781494994531
176	catch	14	560.2594481715641
182	catch	1	575.7634175388375
216	catch	14	539.6254200277326
218	catch	12	483.4036172796914
256	catch	16	616.3509467114636
280	catch	5	534.2579577045399
292	catch	15	541.4130866483902
330	catch	7	730.7031518430449
336	catch	2	577.9245931335026
338	catch	12	506.02166084354394
350	catch	3	832.1637192057096
358	catch	8	535.8131294851773
