onset	trial_type	obj_pair	reaction_time
40	catch	2	633.1200271306443
58	catch	9	640.2537362046132
72	catch	14	607.6152098939929
120	catch	10	635.2968213795975
162	catch	13	664.7277222182311
170	catch	16	494.84629012295045
188	catch	11	423.3583678069408
208	catch	11	564.0748624427943
236	catch	15	563.630846398155
242	catch	15	553.5380715882638
246	catch	1	481.90511890061316
302	catch	12	556.8242365843616
312	catch	5	492.35042906730087
322	catch	8	507.7531003007607
330	catch	2	580.4833750589751
336	catch	6	523.6212074560171
