onset	trial_type	obj_pair	reaction_time
26	catch	1	546.5643629436272
108	catch	15	443.17105246113897
122	catch	10	514.6478504927927
134	catch	2	610.0417286020274
176	catch	14	486.52399539651014
182	catch	1	432.00013922933067
216	catch	14	492.55190639155444
218	catch	12	467.9212765890952
256	catch	16	498.3419674783818
280	catch	5	502.7593713086844
292	catch	15	429.8117415746674
330	catch	7	531.0755590699046
336	catch	2	449.65368964130903
338	catch	12	490.10557769202023
350	catch	3	465.6900391760246
358	catch	8	473.44001920646406
