onset	trial_type	obj_pair	reaction_time
48	catch	2	684.1108999797143
76	catch	11	549.6987999649718
92	catch	12	574.2739999550395
126	catch	6	495.47939997864887
132	catch	14	551.5019000158645
136	catch	13	535.928099998273
172	catch	2	529.484800004866
180	catch	8	506.01369998184964
200	catch	3	506.7712999880314
212	catch	6	459.508600004483
218	catch	15	459.5903999870643
240	catch	10	533.0840999959037
278	catch	7	622.0483999932185
294	catch	8	495.2384000062011
296	catch	5	471.2717999937013
298	catch	13	422.5548999966122
