onset	trial_type	obj_pair	reaction_time
26	catch	1	531.0292047186067
108	catch	15	538.9710853428369
122	catch	10	441.4453089266317
134	catch	2	544.5567750530245
176	catch	14	654.3847240288869
182	catch	1	774.2037257269203
216	catch	14	586.3970137065735
218	catch	12	569.4645690023208
256	catch	16	518.7993243798701
280	catch	5	519.2803800250658
292	catch	15	620.865230788695
330	catch	7	584.595955651821
336	catch	2	600.9723750003104
338	catch	12	712.1140789099627
350	catch	3	840.4314328363398
358	catch	8	614.7984854333117
