onset	trial_type	obj_pair	reaction_time
18	catch	3	459.20643668523553
44	catch	11	504.52518067481833
48	catch	14	416.4156891968105
80	catch	1	429.6768493086347
118	catch	11	474.70196193057745
128	catch	11	402.5074690805468
134	catch	6	441.3756941949032
154	catch	9	457.2291105600925
166	catch	13	422.82559947898335
168	catch	15	495.54711154655706
180	catch	1	478.06488896230803
196	catch	3	484.4823854648439
198	catch	7	492.37116254380453
236	catch	11	562.4165236813496
290	catch	7	572.7984898958312
318	catch	4	547.1097614579321
