onset	trial_type	obj_pair	reaction_time
18	catch	3	563.4840310412983
44	catch	11	657.2151492027842
48	catch	14	528.2492380324584
80	catch	1	525.5008010140045
118	catch	11	611.825106764627
128	catch	11	608.4429986030955
134	catch	6	689.4913227215511
154	catch	9	625.1469269182053
166	catch	13	590.7238577187854
168	catch	15	654.7072394696443
180	catch	1	613.3543962055228
196	catch	3	557.5761632549074
198	catch	7	569.9564016404111
236	catch	11	593.5584204630686
290	catch	7	654.1445216448665
318	catch	4	652.1935285218206
