onset	trial_type	obj_pair	reaction_time
40	catch	2	490.33584139294817
58	catch	9	449.84245232626563
72	catch	14	425.4951896752459
120	catch	10	469.41486691332557
162	catch	13	464.72257463381084
170	catch	16	441.03218827717683
188	catch	11	591.2381984275044
208	catch	11	405.0851685632324
236	catch	15	546.8401438880619
242	catch	15	498.92878291802845
246	catch	1	426.00882052772704
302	catch	12	454.25360869182896
312	catch	5	453.9407892065128
322	catch	8	621.3424998516075
330	catch	2	420.4008284139036
336	catch	6	452.16695546309893
