onset	trial_type	obj_pair	reaction_time
18	catch	3	475.2320998813957
44	catch	11	681.9549999199808
48	catch	14	625.0161998905241
80	catch	1	798.9074001088738
118	catch	11	780.9958001598716
128	catch	11	684.1150000691414
134	catch	6	835.7756000477821
154	catch	9	537.9830999299884
166	catch	13	457.6103000435978
168	catch	15	489.2121001612395
180	catch	1	440.1320999022573
196	catch	3	527.0754001103342
198	catch	7	734.8317001014948
236	catch	11	427.5088000576943
290	catch	7	881.1262999661267
318	catch	4	639.0066999010742
