onset	trial_type	obj_pair	reaction_time
18	catch	6	481.4594999188557
52	catch	3	498.98859998211265
76	catch	9	484.65420003049076
120	catch	2	430.01040001399815
148	catch	7	567.6122999284416
156	catch	12	559.8873000126332
238	catch	12	492.00119997840375
240	catch	4	483.8186000706628
280	catch	14	525.3886999562383
284	catch	6	421.57690005842596
300	catch	5	462.30580005794764
304	catch	13	494.71610004547983
316	catch	4	431.03330000303686
330	catch	5	519.8399000801146
334	catch	14	479.72639999352396
354	catch	7	424.99560001306236
