onset	trial_type	obj_pair	reaction_time
40	catch	2	482.1961999987252
58	catch	9	520.867699990049
72	catch	14	464.73690000129864
120	catch	10	453.7020000279881
162	catch	13	539.3936000182293
170	catch	16	450.5226999754086
188	catch	11	417.0175999752246
208	catch	11	384.03549999929965
236	catch	15	550.4715999704786
242	catch	15	526.093199965544
246	catch	1	477.4262999999337
302	catch	12	490.7883999985643
312	catch	5	505.8491000090726
322	catch	8	441.6800999897532
330	catch	2	512.6813999959268
336	catch	6	400.8384000044316
