onset	trial_type	obj_pair	reaction_time
26	catch	1	475.20399995846674
108	catch	15	494.7476999950595
122	catch	10	437.97410000115633
134	catch	2	765.6600000336766
176	catch	14	586.6959999548271
182	catch	1	442.32849997933954
216	catch	14	584.091900032945
218	catch	12	455.97980002639815
256	catch	16	374.48940001195297
280	catch	5	445.1717999763787
292	catch	15	372.5636000162922
330	catch	7	514.5827999804169
336	catch	2	490.3315000119619
338	catch	12	377.3504000273533
350	catch	3	417.74100001202896
358	catch	8	401.2819000054151
