onset	trial_type	obj_pair	reaction_time
26	catch	1	508.12989997211844
108	catch	15	575.7592000300065
122	catch	10	535.1263000047766
134	catch	2	726.3505000155419
176	catch	14	563.252099964302
182	catch	1	603.4450000151992
216	catch	14	521.3049000012688
218	catch	12	737.3735999572091
256	catch	16	542.4352000118233
280	catch	5	573.70190002257
292	catch	15	532.4972999515012
330	catch	7	554.4940999825485
336	catch	2	642.2462000045925
338	catch	12	721.9015000155196
350	catch	3	657.638999982737
358	catch	8	617.1217999653891
