onset	trial_type	obj_pair	reaction_time
16	catch	16	540.8932815571461
44	catch	15	485.15957385097863
50	catch	9	564.8487709877372
54	catch	8	509.04098610226356
64	catch	9	418.48073948676756
84	catch	4	384.4592321147502
142	catch	9	468.372167328198
176	catch	3	490.2160108449607
216	catch	5	518.0159274877951
266	catch	13	570.3577035346825
276	catch	1	568.614212286775
292	catch	10	472.2589881057502
302	catch	8	461.75163081352366
308	catch	4	437.2842948341713
316	catch	3	413.90089544256625
326	catch	10	403.68672313888965
