onset	trial_type	obj_pair	reaction_time
20	catch	5	548.3265000511892
54	catch	10	522.2165000159293
104	catch	1	622.5394000066444
154	catch	8	651.9978999858722
160	catch	16	619.5057000149973
162	catch	15	971.6820999747142
204	catch	6	569.1136999521405
220	catch	16	728.7189000053331
236	catch	2	551.605099986773
272	catch	4	629.1860999772325
278	catch	13	525.327000010293
304	catch	7	539.6968999993987
318	catch	12	571.2842000066303
334	catch	12	617.991799954325
336	catch	3	618.1942000403069
338	catch	16	529.5917000039481
