onset	trial_type	obj_pair	reaction_time
48	catch	2	745.2318350096903
76	catch	11	694.5103404705151
92	catch	12	676.1092844662926
126	catch	6	771.0499869699561
132	catch	14	923.1332533654495
136	catch	13	843.6336407103227
172	catch	2	959.2285077796987
180	catch	8	1175.4827516051591
200	catch	3	677.2677455173834
212	catch	6	892.8709128103947
218	catch	15	963.740526143738
240	catch	10	946.2016222023522
278	catch	7	871.0315122825705
294	catch	8	766.4634451084567
296	catch	5	582.4890312123898
298	catch	13	653.3858657039673
