onset	trial_type	obj_pair	reaction_time
20	catch	5	522.6740779517058
54	catch	10	480.1292512361215
104	catch	1	530.5744504344148
154	catch	8	600.1079027373635
160	catch	16	560.9929372349143
162	catch	15	631.5099198673124
204	catch	6	571.9541239327555
220	catch	16	571.2776121454226
236	catch	2	466.57848808536073
272	catch	4	559.9344372612904
278	catch	13	494.04861513676224
304	catch	7	484.30479265744
318	catch	12	482.8495783181097
334	catch	12	457.8070397387819
336	catch	3	505.91523878483713
338	catch	16	441.25168960636074
