onset	trial_type	obj_pair	reaction_time
18	catch	3	434.53432025489747
44	catch	11	552.1545517062805
48	catch	14	432.1763464522519
80	catch	1	477.52941108228697
118	catch	11	530.59140785399
128	catch	11	522.6013395472364
134	catch	6	457.8311371246855
154	catch	9	584.7373407286796
166	catch	13	479.2452341844182
168	catch	15	590.9558049488624
180	catch	1	494.5136054284376
196	catch	3	493.10747835579605
198	catch	7	413.82083236840117
236	catch	11	521.8226369947843
290	catch	7	502.37693933740957
318	catch	4	523.4264518790042
